id,name,host_id,host_name,neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,availability_365,value_score
66741,Charming Garden Apt in Park Slope,327673,Stefano,Brooklyn,Park Slope,Entire home/apt,150,2,214,2.08,263,4.3941333333333334
66974,"Lovely, Modern, Garden Apartment",329436,Jana,Brooklyn,Gowanus,Entire home/apt,190,3,69,0.79,258,0.6500526315789474
67397,SoHa comfort-by NW Central Park!,332189,Elise,Manhattan,Morningside Heights,Private room,122,3,93,0.93,246,1.4712295081967215
68099,Cozy room in Upper West Side,323517,Deda,Manhattan,Upper West Side,Private room,109,1,104,1.05,364,1.9559633027522936
68403,The Cozy Brownstone Inn (discount)!,240427,Naimah,Brooklyn,Bedford-Stuyvesant,Entire home/apt,145,3,127,1.25,72,1.9706896551724138
68735,Prewar Penthouse w Private Terrace,342054,Violetta,Manhattan,Upper West Side,Entire home/apt,195,11,30,0.32,249,0.20307692307692307
68765,Designer 2.5 BR Loft in Carroll Gardens by Subway,282655,Jenna,Brooklyn,Carroll Gardens,Entire home/apt,250,2,106,1.34,272,0.9921599999999999
69921,Brooklyn Writer's Nook,155689,Joab,Brooklyn,Bushwick,Private room,70,5,47,0.49,203,1.0004285714285714
70095,Private Bedroom in Large NYC Apartment,353965,Mary And Geoff,Manhattan,Inwood,Private room,90,2,120,1.27,132,3.0266666666666664
70128,"Large, Sunny Room East Village NYC",354330,Eyal,Manhattan,East Village,Private room,65,3,52,0.63,5,1.3039999999999998
70609,Great Large 3 BR/2 Bath Duplex with Private Patio!,72062,Bruce,Manhattan,East Village,Entire home/apt,500,2,48,0.48,297,0.14207999999999998
71010,All That Jazz. Uptown style on Sugar Hill.,361855,Kurt,Manhattan,Washington Heights,Entire home/apt,250,3,32,0.43,276,0.18303999999999998
71384,Gigantic Private Brooklyn Loft!,365153,Ben,Brooklyn,Greenpoint,Entire home/apt,229,1,50,0.5,188,0.32751091703056767
72265,Private room in cozy Greenpoint,340692,Vanessa,Brooklyn,Greenpoint,Private room,59,3,29,0.36,15,0.6684745762711864
74073,Food & Music Dream Apartment in Williamsburg,211877,Daniel,Brooklyn,Williamsburg,Entire home/apt,195,4,59,0.6,71,0.48410256410256414
74240,French Garden cottage off Bedford,389924,Patty,Brooklyn,Williamsburg,Entire home/apt,169,1,68,0.67,215,0.6719526627218935
74333,Alcove Studio w/ outdoor Patio Deck,331328,Amir,Manhattan,East Harlem,Entire home/apt,113,14,26,0.27,253,0.292212389380531
74404,Luxury 3 bed/ 2 bath apt in Harlem w/ terrace,391325,G & S,Manhattan,Harlem,Entire home/apt,250,14,31,0.31,78,0.16244
74680,One Bedroom Mini studio - Free WIFI,265109,Nazleen,Queens,Astoria,Entire home/apt,115,2,198,2.01,257,5.182434782608695
75193,BROOKLYN > Guest Room w/ King Bed in Williamsburg,308875,Scott,Brooklyn,Williamsburg,Private room,69,2,220,2.17,8,10.107246376811593
75635,Bright Cozy Chinatown Studio Apt.,401696,Patricia,Manhattan,Lower East Side,Entire home/apt,150,3,286,2.81,191,7.2644
76761,Eveland the Place to Stay & Enjoy a 5-⭐️ 2bdrm,118971,Evelyn,Brooklyn,South Slope,Entire home/apt,169,2,398,3.97,182,11.704497041420119
77765,Superior @ Box House,417504,The Box House Hotel,Brooklyn,Greenpoint,Private room,179,3,36,0.36,79,0.27351955307262565
77936,Hells Kitchen Garden of Eden,134355,Moss Owen,Manhattan,Hell's Kitchen,Private room,150,3,36,0.36,49,0.32639999999999997
79067,Lovely 3 bedroom in Italianate Brownstone w/garden,425506,Bliss,Brooklyn,Clinton Hill,Entire home/apt,350,6,14,0.3,156,0.052
79782,"Williamsburg HUGE, PRIVATE BATH - Next to Train!",430188,Pam,Brooklyn,Williamsburg,Private room,120,14,76,0.76,343,1.1146666666666667
80493,Cozy room in East Village with AC,434987,Jennifer,Manhattan,East Village,Private room,71,2,182,1.81,200,7.203098591549296
82550,Columbia Castle 2 BR,448312,Christopher,Brooklyn,Brooklyn Heights,Entire home/apt,200,3,80,0.85,106,0.74
82638,"Charming Artist's Flat, East Village",449787,Sarah,Manhattan,East Village,Entire home/apt,169,4,240,2.4,276,4.828402366863905
82928,BEAUTIFUL 2 BEDROOM APARTMENT,451545,Ruthven,Brooklyn,Bedford-Stuyvesant,Entire home/apt,185,3,46,1.07,248,0.5147027027027028
83243,Brooklyn Cove Studio Apt w/ Garden!!,453519,Julian,Brooklyn,Bushwick,Entire home/apt,65,2,228,2.27,194,11.470153846153847
84010,Superior @ Box House,417504,The Box House Hotel,Brooklyn,Greenpoint,Private room,179,3,13,0.14,81,0.08279329608938549
84659,Large Studio--Heart of East Village,462776,Kyle,Manhattan,East Village,Entire home/apt,139,1,388,3.88,142,13.621870503597123
84905,Huge.Bright.Clean.Safe. Private Room,464506,Ange,Manhattan,Two Bridges,Private room,95,3,223,2.22,60,7.558526315789474
86215,MODERN SPACIOUS 2 BR APT DOWNTOWN MANHATTAN,327900,T,Manhattan,Lower East Side,Entire home/apt,150,2,151,1.51,52,2.526733333333333
89621,"WONDERFUL, COMFORTABLE STUDIO",209460,Marylyn,Brooklyn,Bedford-Stuyvesant,Entire home/apt,90,3,218,2.26,324,7.896444444444444
93313,MAISON DES SIRENES 2,25183,Nathalie,Brooklyn,Bedford-Stuyvesant,Entire home/apt,120,2,75,0.76,237,1.1
94035,"Modern, Safe, Clean, Bright Room in Astoria for 2",35375,Savannah,Queens,Astoria,Private room,80,1,42,1.21,365,1.16025
94477,The Vernon On Greene,478395,Jason,Brooklyn,Bedford-Stuyvesant,Entire home/apt,175,2,370,3.74,204,10.021714285714287
94783,"Beautiful, Bright’s, Warm & Spacious 1.5BR Apt",473113,Keishera,Brooklyn,Crown Heights,Entire home/apt,120,5,104,1.04,272,1.768
96471,"The Brooklyn Waverly, One Bedroom",116599,Sahr,Brooklyn,Clinton Hill,Private room,165,4,11,0.11,365,0.07400000000000001
100002,"MANHATTAN Neat, Nice, Bright ROOM",523218,Giorgio,Manhattan,Washington Heights,Private room,67,2,136,1.37,296,4.810746268656716
100186,Large Brand New Park Slope 1BR,526805,Mi,Brooklyn,Gowanus,Entire home/apt,130,7,98,0.99,35,1.5001538461538462
103161,Artsy TopFloor Apt in PRIME BEDFORD Williamsburg,465278,Ade,Brooklyn,Williamsburg,Entire home/apt,190,3,124,1.76,359,1.8012631578947367
103806,BOHEMIAN EAST VILLAGE 2 BED HAVEN,251176,Jason,Manhattan,East Village,Entire home/apt,249,5,166,1.68,365,1.7866666666666664
106363,Bright Room With A Great River View,551055,Alicia,Manhattan,Harlem,Private room,60,3,380,3.83,247,30.59
106647,Tree lined block modern apartment,552679,Olivia,Brooklyn,Bedford-Stuyvesant,Entire home/apt,135,2,86,0.87,102,1.1912592592592595
107630,Sweet Historic Greenpoint Duplex,306739,Maya,Brooklyn,Greenpoint,Entire home/apt,175,3,248,2.53,274,5.002514285714286
107895,Riverside Charm with Fire Place,3088389,Kai,Manhattan,Upper West Side,Entire home/apt,120,5,49,0.56,201,0.637
112359,UES Quiet & Spacious 1 bdrm for 4,571952,Olivia,Manhattan,Upper East Side,Entire home/apt,225,2,56,0.57,312,0.3907555555555555
112435,ALL ABOUT A VERY COMFORTABLE ROOM..,181376,Carol,Brooklyn,Fort Greene,Private room,95,2,163,1.66,331,4.564
113265,Brooklyn- Crown Heights Garden Apt.,314582,Anthony,Brooklyn,Crown Heights,Private room,55,2,247,2.51,275,15.763090909090907
113945,Cozy room in Time Square!,275582,Natalia,Manhattan,Hell's Kitchen,Private room,85,10,116,1.17,174,2.961411764705882
114123,Large Park Slope Townhouse Duplex,579495,Susi,Brooklyn,South Slope,Entire home/apt,199,14,27,0.28,223,0.17366834170854273
114229,Lower East Side 2 Bedroom Apt,314941,Tony,Manhattan,Lower East Side,Entire home/apt,211,1,52,0.6,361,0.3943127962085308
115535,Sun-Drenched Hamilton Hts Jewel   ,567187,Jane,Manhattan,Harlem,Private room,65,14,35,0.35,283,0.7269230769230769
115678,Your Stunning Vacation Apartment!,127772,Will,Manhattan,Harlem,Entire home/apt,99,1,320,3.23,220,13.672727272727274
115748,1 BDRM Apt-Weekend Sublease,585166,Lilly,Queens,Astoria,Entire home/apt,110,4,30,0.32,363,0.36
116940,ROOM WITH A  KITCHENETTE,209460,Marylyn,Brooklyn,Crown Heights,Entire home/apt,80,3,225,2.27,315,9.196875
118061,Style in Stuyvesant Heights,2248897,Roberta,Brooklyn,Bedford-Stuyvesant,Entire home/apt,110,4,70,0.75,283,1.1136363636363635
118430,Heart of Meatpacking & Chelsea,585458,Paul,Manhattan,Chelsea,Private room,290,2,35,0.36,20,0.16413793103448274
120362,Williamsburg apartment right by the subway,138069,Itamar,Brooklyn,Williamsburg,Entire home/apt,190,4,50,0.51,331,0.3973684210526316
121687,Spacious Brooklyn Loft - 2 Bedroom,262812,Vikram,Brooklyn,Williamsburg,Entire home/apt,200,2,29,0.31,36,0.18995
121861,"Park Slope Apt:, Spacious 2 bedroom",611716,Elizabeth,Brooklyn,Park Slope,Entire home/apt,165,2,23,0.23,7,0.17145454545454544
123784,NYC Studio for Rent in Townhouse,617990,Christopher,Manhattan,Harlem,Entire home/apt,110,2,142,1.44,301,3.149818181818182
125053,⚡Quiet Gem w/roof deck on NY's Hottest Street⚡,622460,Justin,Manhattan,East Village,Entire home/apt,395,2,70,0.73,170,0.30658227848101266
125163,Authentic New York City Living ,622855,Rodney,Brooklyn,Bedford-Stuyvesant,Private room,99,2,38,0.54,307,0.5911111111111111
125594,SUPER BIG AND COZY PRIVATE BEDROOM,308652,Antonín,Brooklyn,Kensington,Private room,39,1,82,0.94,365,4.078974358974358
126443,☆Massive DUPLEX☆ 2BR & 2BTH East Village 9+ Guests,627217,Seith,Manhattan,East Village,Entire home/apt,189,2,403,4.1,201,10.874603174603173
128975,City Room - Street View Apt,256161,Wayne,Manhattan,Harlem,Entire home/apt,122,1,116,1.18,271,2.0727868852459013
131154,Cozy and Bright One Bedroom in BK,275563,Lauren,Brooklyn,Greenpoint,Entire home/apt,165,2,175,1.79,139,2.959090909090909
132516,Forest Hills Apt minutes to midtown Manhattan,85330,Jean,Queens,Forest Hills,Entire home/apt,97,3,28,1.21,209,0.6379381443298968
133025,Midtown cozy convenient,653405,Tracy,Manhattan,Murray Hill,Private room,130,4,105,1.07,193,1.671923076923077
134934,Prime Williamsburg Apartment,652842,Giovanni,Brooklyn,Williamsburg,Entire home/apt,225,10,22,0.38,52,0.13493333333333332
135393,"Private, spacious room in Brooklyn",663764,Karen,Brooklyn,East Flatbush,Private room,50,2,263,2.69,136,19.4094
135465,Garden apartment close to Manhattan,663879,Christopher,Brooklyn,Fort Greene,Entire home/apt,170,3,86,0.91,286,0.9662352941176472
136493,Stunning arty 3200sf 3FLR+3BR townhome w/terrace,663384,Irena,Brooklyn,Park Slope,Entire home/apt,250,7,18,0.21,18,0.08712
140133,Truly Amazing Oasis In The City,622866,Daniel,Brooklyn,Williamsburg,Entire home/apt,249,3,150,1.55,277,1.536144578313253
140973,"East Village, King-Sized, Charmer",686147,Dave,Manhattan,East Village,Entire home/apt,185,2,69,0.71,233,0.6377837837837838
141154,Affordable Furnished Apartment,686768,Mark,Brooklyn,Boerum Hill,Entire home/apt,120,3,232,2.41,221,6.592666666666667
141335,Architect's Brownstone,687361,Orna,Brooklyn,Park Slope,Entire home/apt,495,1,35,0.41,355,0.09969696969696969
141984,Charming Nolita Apartment!!,630453,Vanessa,Manhattan,Nolita,Entire home/apt,175,3,68,0.69,277,0.6566857142857143
144087,LUXURY OF THE HORIZON,616825,Rinaldo,Manhattan,Harlem,Entire home/apt,259,8,17,0.17,343,0.0767953667953668
146754,Three-bedroom house in a quiet neighborhood,709434,Meighan,Brooklyn,Windsor Terrace,Entire home/apt,250,4,52,0.72,188,0.35775999999999997
147586,Beautiful Duplex w/Private Garden,709334,Julie,Manhattan,Harlem,Entire home/apt,295,2,74,0.76,264,0.4414915254237288
148259,Garage Designer Loft,716064,Mihalis,Brooklyn,Williamsburg,Entire home/apt,451,2,72,0.86,331,0.296940133037694
148825,Best City Area Columbia U Upper West Side C Park,718349,B.,Manhattan,Upper West Side,Entire home/apt,165,2,191,2.18,236,3.681090909090909
149777,Artsy 1 bedroom Apt. 20 min to 42nd Grand Central!,716306,"Dee, Dre & Mama Shelley",Bronx,Woodlawn,Entire home/apt,77,1,197,2.49,309,8.92896103896104
151199,Astoria-Private Home NYC-,722320,Gladys & Bob,Queens,Astoria,Entire home/apt,129,1,414,4.34,245,17.13767441860465
152078,CHARMING PRIVATE BEDROOM EAST VILLAGE,731904,Ewelina,Manhattan,East Village,Private room,95,7,25,0.3,359,0.34210526315789475
152259,City Room - Semi Private Bedroom,256161,Wayne,Manhattan,Harlem,Private room,55,3,119,1.22,333,4.803272727272726
152263,Cozy apartment in a brownstone,732535,William,Manhattan,Harlem,Entire home/apt,300,2,203,2.14,258,2.1247333333333334
153405,Greenpoint Spacious Loft,737585,Pat,Brooklyn,Greenpoint,Entire home/apt,125,2,104,1.09,22,1.73888
153780,Private E. Village Townhouse Stay,739499,Donna,Manhattan,East Village,Private room,175,3,175,1.8,236,2.8
154934,Harlem/Hamilton Heights Cozy Room,745069,Kimberly,Manhattan,Harlem,Private room,75,3,38,0.42,365,0.7194666666666666
158061,Hancock Town House!-Stuyvesant Mews,758441,Fred,Brooklyn,Bedford-Stuyvesant,Private room,165,1,27,0.28,311,0.20945454545454548
158176,Entire Apt in Heart of Williamsburg,573065,Laura,Brooklyn,Williamsburg,Entire home/apt,165,5,117,1.28,23,1.616727272727273
158290,Clinton Hill + Free Coffee = #smile,759583,Pepe,Brooklyn,Clinton Hill,Private room,75,3,43,0.44,365,0.8255999999999999
158955,PRIVATE and SUNNY Williamsburg Apt!,465589,Amia,Brooklyn,Williamsburg,Entire home/apt,139,2,385,4.0,222,13.848920863309353
159749,Purple Room for 2/3 in brownstone $1450 per month,54275,JT And Tiziana,Brooklyn,Bedford-Stuyvesant,Private room,88,1,64,0.68,238,1.221818181818182
159815,Red Room for two in Brownstone for $1355/mo,54275,JT And Tiziana,Brooklyn,Bedford-Stuyvesant,Private room,80,1,39,0.41,218,0.687375
160994,In the heart of East Village,770831,James,Manhattan,East Village,Entire home/apt,200,2,103,1.08,235,1.0712000000000002
161996,Manhattan Penthouse-Max.12 guests,1856604,"Robert ""Bob""",Manhattan,Harlem,Entire home/apt,295,3,227,2.33,247,2.562406779661017
162493,Prime Williamsburg 3 BR with Deck,776490,Andres,Brooklyn,Williamsburg,Entire home/apt,450,5,37,0.79,15,0.1471777777777778
162508,Beautiful Brooklyn Oasis ,776645,Placid,Brooklyn,Crown Heights,Entire home/apt,130,2,29,0.35,119,0.3011538461538462
163809,Cool & Spacious Harlem Artist Flat,781647,Jorin,Manhattan,Harlem,Entire home/apt,198,5,42,0.44,234,0.3054545454545454
163814,☆ STUDIO East Village ☆ Own bath! ☆ Sleeps 4 ☆,627217,Seith,Manhattan,East Village,Entire home/apt,99,2,280,2.92,257,11.086868686868685
163836,Greenpoint Loft / Le Chez Andrea,32169,Andrea,Brooklyn,Greenpoint,Private room,46,4,86,0.89,350,3.5334782608695656
164989,"*SoHo: Clean, Safe, Private, Peaceful Bedroom (A)*",69439,Jade,Manhattan,SoHo,Private room,140,2,54,0.56,221,0.6017142857142858
165461,Couldn't Be Closer To Columbia Uni2,867225,Rahul,Manhattan,Morningside Heights,Private room,75,5,57,0.59,201,1.2084
166541,Spacious Quiet rm - 20mins to Midtown,793620,Yvette,Manhattan,Washington Heights,Private room,75,2,34,0.35,222,0.6120000000000001
167222,CBG# 4Tiny room w/ huge window/AC,22486,Lisel,Brooklyn,Park Slope,Private room,60,1,20,0.21,258,0.4033333333333333
167482,Charming upper west side apartment,789257,Barbara,Manhattan,Upper West Side,Entire home/apt,185,2,129,1.33,14,1.6247027027027026
168084,Light-filled East Village Delight,800982,Chris,Manhattan,East Village,Entire home/apt,190,3,147,1.6,27,2.011578947368421
168546,Spacious Duplex in Brownstone!,803086,Benton,Manhattan,East Harlem,Entire home/apt,250,2,11,0.12,68,0.049280000000000004
169002,Modern Space in Charming Pre-war,805344,Alec,Manhattan,Harlem,Private room,65,2,41,0.43,59,0.9019999999999999
169306, Affordable & Cozy ,806214,Vanessa,Bronx,University Heights,Private room,37,4,117,1.21,232,6.988378378378378
169464,Creative Vintage Loft in S. Williamsburg,806774,Ali & SweetPea,Brooklyn,Williamsburg,Entire home/apt,85,2,86,0.89,15,1.9122352941176473
170761,"Fort Greene, Brooklyn: Front Bedroom",67778,Doug,Brooklyn,Fort Greene,Private room,85,2,35,0.55,161,0.638235294117647
171776,Gorgeous 1 bdrm in huge duplex!,803086,Benton,Manhattan,Harlem,Private room,170,2,17,0.18,88,0.118
172870,Large Quiet Bedroom Near Columbia U,781647,Jorin,Manhattan,Harlem,Private room,89,5,43,0.47,247,0.7102247191011236
173072,Cozy Pre-War Harlem Apartment,826192,Lewis,Manhattan,Harlem,Shared room,49,3,168,4.6,248,19.2
173151,spacious studio,826459,Jane,Brooklyn,Greenpoint,Private room,91,3,241,2.49,287,9.242747252747254
173742,"Elegant 2-BR duplex, Union Square",829652,Donna,Manhattan,Gramercy,Entire home/apt,400,2,105,1.13,304,0.559125
176135,Cosy Sunny 1brm in Prospect Heights,842125,Jennifer,Brooklyn,Crown Heights,Entire home/apt,97,3,31,0.32,193,0.42185567010309283
176653,East Village bedroom w rooftop,844862,Cj,Manhattan,East Village,Private room,100,4,49,0.51,43,0.7399
176962,Williamsburg Home Away From Home!,846309,Dani,Brooklyn,Williamsburg,Entire home/apt,179,4,23,0.24,25,0.15932960893854747
177421,Brand New Beautiful Duplex Apartment with Garden,848748,Sarah,Brooklyn,Greenpoint,Entire home/apt,500,2,20,0.21,127,0.0484
177606,SPACIOUS ALCOVE STUDIO/ JUNIOR ONE,849492,Kathrine,Manhattan,Kips Bay,Entire home/apt,189,6,90,0.95,303,0.9285714285714286
179670,High-end doorman bldg in the LES,21475,Milan,Manhattan,Lower East Side,Private room,120,2,99,1.04,345,1.683
181972,Gorgeous Entire Manhattan Townhouse,872121,Rosario,Manhattan,Harlem,Entire home/apt,199,2,111,1.17,12,1.2104020100502513
182069,Cozy studio Apartment in Upper East,39260,Mat,Manhattan,East Harlem,Entire home/apt,120,2,86,0.91,268,1.3688333333333336
182177,A PRIVATE FLAT / APARTMENT- $SPECIAL$,873273,Christian & Carla,Bronx,Allerton,Entire home/apt,125,2,271,2.84,347,8.325119999999998
182649,Williamsburg bedroom by Bedford Ave,876054,Obed,Brooklyn,Williamsburg,Private room,70,2,227,2.4,37,11.025714285714285
187566,Historic Brooklyn Studio Apartment,279078,Andrew & Markus,Brooklyn,Bedford-Stuyvesant,Entire home/apt,99,2,187,1.97,287,5.609999999999999
188661,"Large, sunny garden apartment.",909146,Mj,Brooklyn,Prospect Heights,Entire home/apt,170,3,67,0.7,129,0.6699999999999999
189135,Hell's Kitchen Funky 80's Hideaway!,179020,Michael,Manhattan,Hell's Kitchen,Private room,99,1,89,1.0,353,1.797979797979798
189732,Family & Friends in New York City,489400,O'Dell,Brooklyn,East New York,Entire home/apt,169,3,177,1.86,297,2.9953846153846158
189787,Spacious & Comfy BK Brownstone,915640,Sundiata,Brooklyn,Crown Heights,Entire home/apt,99,4,90,0.94,56,1.7636363636363637
190267,Large Luxury Upper East Side Studio,918866,Marina,Manhattan,Upper East Side,Entire home/apt,169,7,39,0.41,44,0.3253846153846153
190542,Chateau Style Brooklyn Loft for Singles or Couples,920542,Farrah,Brooklyn,Bedford-Stuyvesant,Entire home/apt,160,3,42,0.44,355,0.378
190968,Lovely Brooklyn Brownstone 1BR!,922922,Karen,Brooklyn,Prospect Heights,Entire home/apt,215,3,33,0.35,156,0.2072093023255814
190974,Beautiful Grdn. Apt. in Park Slope,874471,Alan,Brooklyn,Park Slope,Entire home/apt,130,3,179,2.02,273,4.158307692307693
191075,Sun-drenched East Village Penthouse,923915,Matthew,Manhattan,East Village,Private room,110,3,81,0.85,274,1.3622727272727273
193393,"Spacious, Kid-Friendly, and 15-20 Mins. to Midtown",938056,Mike,Queens,Sunnyside,Private room,75,2,160,1.68,65,5.7173333333333325
194154,Large Room Overlooking Central Park,936830,Elina,Manhattan,Upper West Side,Private room,89,6,35,0.37,180,0.5387640449438202
195123,"Cheerful, comfortable room",940724,Susan,Manhattan,Washington Heights,Private room,50,1,225,2.35,343,15.075
195233,Hospitality on Propsect Pk-12 yrs Hosting Legally!,949221,Dennis,Brooklyn,Prospect-Lefferts Gardens,Private room,43,1,401,6.62,43,71.06093023255814
195240,"Prospect Pk*NYC in 5 stops* Cozy,Clean & Legal!",949221,Dennis,Brooklyn,Prospect-Lefferts Gardens,Private room,42,1,72,0.84,96,3.154285714285714
195578,Loft Style Apt in Williamsburg,304493,Erika,Brooklyn,Williamsburg,Private room,85,1,46,0.97,59,1.0661176470588236
